,age,marital,education,default,balance,loan,day,month,duration,campaign,pdays,previous,job,housing
1326,26,3,1,0,279,0,7,5,239,3,-1,0,7,0
1327,69,1,1,0,745,0,9,9,595,1,-1,0,10,0
1328,39,1,1,0,8,0,30,7,88,3,-1,0,8,0
1329,24,3,1,0,-46,0,19,5,23,1,-1,0,11,1
1330,36,2,1,0,487,1,11,8,268,3,-1,0,11,0
1331,41,1,2,0,204,0,13,8,111,7,-1,0,9,0
1332,30,3,3,0,162,0,20,5,186,4,-1,0,4,1
1333,56,1,3,0,3172,0,5,2,139,1,-1,0,4,1
1334,50,2,1,0,769,0,28,7,72,2,363,4,1,0
1335,30,3,3,0,48,0,21,11,140,1,-1,0,9,0
1336,80,1,1,0,8304,0,9,6,712,1,64,12,10,0
1337,42,1,1,0,439,0,20,8,143,2,-1,0,11,0
1338,33,1,3,0,2098,0,20,11,67,1,-1,0,4,0
1339,55,1,1,0,989,1,23,5,246,4,-1,0,8,1
1340,53,2,1,0,26,0,7,5,56,1,359,1,1,1
1341,33,1,1,0,133,0,4,5,218,1,-1,0,11,0
1342,32,1,3,0,62,0,14,5,166,1,-1,0,4,1
1343,35,1,1,0,1067,1,12,8,179,6,-1,0,11,0
1344,40,1,3,0,-117,0,17,7,770,2,-1,0,4,1
1345,33,1,1,0,6699,0,9,11,425,1,462,1,11,0
1346,33,1,1,0,575,1,4,2,254,2,-1,0,11,0
1347,57,1,1,0,162,0,5,5,174,1,-1,0,12,1
1348,76,2,2,0,86,0,12,8,192,1,-1,0,10,0
1349,34,3,3,0,340,0,3,6,633,28,-1,0,4,1
1350,43,1,2,0,232,1,15,5,45,1,-1,0,8,0
1351,66,1,3,0,2262,0,22,4,155,1,-1,0,10,0
1352,55,1,1,0,96,0,30,7,340,2,-1,0,12,0
1353,34,1,1,0,-346,0,13,8,136,4,-1,0,11,0
1354,34,1,3,0,-28,0,16,7,574,1,-1,0,6,1
1355,52,1,1,0,2072,0,10,7,224,1,-1,0,12,0
1356,32,3,3,0,1218,0,28,1,70,2,-1,0,4,1
1357,42,3,1,0,275,0,26,8,31,8,-1,0,11,0
1358,46,1,1,0,4,0,30,4,268,1,261,5,12,0
1359,40,3,3,0,0,0,26,8,58,7,-1,0,4,0
1360,41,1,2,0,168,0,18,11,187,3,-1,0,8,1
1361,55,1,1,0,557,0,19,6,58,1,-1,0,12,0
1362,59,1,2,0,0,0,27,8,76,11,-1,0,5,0
1363,53,2,1,0,751,0,16,5,343,4,-1,0,11,1
1364,56,1,2,0,-1,0,27,8,89,23,-1,0,10,0
1365,28,3,1,0,775,0,29,1,603,2,-1,0,1,0
1366,36,1,1,0,644,0,18,11,54,2,-1,0,4,1
1367,59,2,1,0,975,0,15,5,263,4,-1,0,1,1
1368,39,1,1,0,1367,0,12,6,43,1,-1,0,8,0
1369,57,1,2,0,0,0,9,6,257,2,-1,0,5,0
1370,58,2,3,0,264,1,8,7,523,3,-1,0,10,1
1371,33,1,3,0,150,0,21,8,151,2,-1,0,4,0
1372,54,1,1,0,3671,0,11,6,67,3,-1,0,10,0
1373,52,1,1,0,108,0,15,5,543,12,-1,0,12,1
1374,79,1,1,0,4738,0,9,7,151,5,-1,0,10,0
1375,31,1,3,0,259,0,7,5,47,1,-1,0,9,1
1376,33,3,3,0,123,0,19,8,264,1,-1,0,11,0
1377,27,1,1,0,872,0,17,4,1130,3,-1,0,8,1
1378,35,1,1,0,1707,0,2,6,426,3,-1,0,11,1
1379,40,1,3,0,-17,1,11,5,474,1,256,1,4,1
1380,51,3,3,0,297,0,15,5,415,4,375,1,4,1
1381,42,3,2,0,92,0,30,7,86,2,-1,0,8,0
1382,46,1,3,0,1285,0,27,5,89,1,-1,0,4,1
1383,32,1,3,0,913,0,23,6,883,1,674,4,4,1
1384,39,2,3,0,355,0,25,8,313,5,-1,0,4,1
1385,36,1,3,0,-296,0,14,5,113,3,-1,0,4,1
1386,32,1,1,0,38,0,15,5,744,1,-1,0,12,1
1387,36,2,1,0,1594,0,6,6,250,3,-1,0,12,0
1388,54,1,2,0,4503,0,21,11,168,3,-1,0,8,0
1389,22,3,3,0,1161,1,16,6,119,1,-1,0,7,0
1390,33,1,3,0,69,1,4,5,77,2,-1,0,1,0
1391,27,3,1,1,-1,0,22,7,60,2,-1,0,12,0
1392,57,2,1,0,4664,0,21,11,22,4,114,1,12,0
1393,51,2,2,0,-28,1,2,7,220,2,-1,0,8,0
1394,42,2,3,0,7190,0,29,7,375,2,-1,0,11,1
1395,31,3,3,0,3283,0,2,2,258,1,73,1,4,0
1396,46,1,1,0,12186,0,20,6,29,3,-1,0,4,0
1397,36,1,1,0,1587,0,28,7,200,2,-1,0,8,1
1398,53,1,1,0,483,0,3,2,288,3,-1,0,8,1
1399,52,1,3,0,54,1,18,11,103,1,-1,0,6,1
1400,42,1,1,0,5639,0,17,7,430,2,-1,0,8,1
1401,45,1,1,0,4022,0,29,1,244,3,-1,0,8,1
1402,38,1,1,0,1931,0,2,6,167,1,298,10,11,0
1403,26,2,3,1,-402,1,12,5,127,2,-1,0,4,0
1404,33,1,2,0,6904,0,20,11,114,2,-1,0,12,0
1405,32,1,1,0,1905,0,16,7,709,2,-1,0,8,1
1406,38,3,2,0,490,1,25,8,17,1,-1,0,8,1
1407,59,2,2,0,7179,0,5,2,150,1,-1,0,10,0
1408,47,1,1,0,2,1,21,7,71,15,-1,0,12,0
1409,39,1,1,0,270,0,3,6,116,1,-1,0,3,1
1410,55,1,1,1,-308,0,2,2,781,1,-1,0,11,0
1411,35,3,1,0,57,1,8,7,632,2,-1,0,1,0
1412,42,1,1,0,2980,0,20,6,101,3,-1,0,11,0
1413,28,3,1,0,171,0,10,3,93,1,-1,0,4,0
1414,46,2,3,0,624,0,17,9,336,2,183,2,4,0
1415,37,3,1,0,-244,0,3,7,178,1,-1,0,12,0
1416,51,1,3,0,630,0,5,5,138,1,-1,0,4,1
1417,42,2,1,0,936,0,30,1,931,1,-1,0,1,0
1418,57,2,2,0,179,0,15,5,67,1,368,2,1,1
1419,40,1,3,0,-1212,0,15,5,1259,2,333,18,4,1
1420,61,1,1,0,5207,0,11,9,336,1,81,2,10,0
1421,40,1,3,0,7780,0,4,5,364,1,355,1,4,0
1422,31,1,3,0,1183,0,27,5,676,6,-1,0,4,1
1423,45,1,1,0,827,0,15,5,319,5,-1,0,8,1
1424,27,1,1,0,54,0,18,5,97,1,370,1,12,1
1425,40,1,1,0,326,1,7,7,112,1,-1,0,8,1
1426,42,2,1,0,1533,1,5,8,86,1,-1,0,11,0
1427,77,1,2,0,680,0,24,2,513,2,89,7,10,0
1428,57,1,2,0,-464,0,4,2,75,1,190,6,10,1
1429,31,1,1,0,2304,0,20,11,257,2,-1,0,1,1
1430,32,1,3,0,4908,1,13,5,491,2,-1,0,12,0
1431,35,1,1,0,251,1,1,7,128,3,-1,0,11,1
1432,26,3,1,0,2572,0,5,5,620,1,-1,0,7,1
1433,36,3,3,0,0,0,11,8,108,2,-1,0,4,0
1434,40,1,3,0,8902,0,14,8,464,5,-1,0,4,1
1435,45,1,3,0,1529,0,30,6,160,1,-1,0,4,0
1436,41,1,2,0,1172,0,15,5,153,1,-1,0,8,1
1437,32,3,1,0,406,0,6,5,227,1,-1,0,12,1
1438,33,1,1,0,139,1,18,5,732,2,291,5,8,1
1439,30,3,3,0,7513,0,11,8,269,2,-1,0,7,0
1440,35,2,1,0,0,0,8,5,477,1,-1,0,8,1
1441,40,1,1,0,6767,0,20,11,97,2,-1,0,8,1
1442,26,3,3,0,1274,0,1,6,190,1,84,1,4,1
1443,40,3,3,0,445,0,24,7,631,1,-1,0,11,1
1444,56,1,1,0,784,1,30,7,149,2,-1,0,9,0
1445,34,3,2,0,0,1,6,5,172,4,-1,0,1,1
1446,28,3,1,0,1532,0,22,5,253,1,107,5,11,0
1447,32,1,2,0,228,0,21,7,1017,6,-1,0,12,1
1448,48,1,3,0,1808,0,26,2,245,1,-1,0,4,1
1449,46,2,1,0,435,0,15,5,192,3,-1,0,11,1
1450,35,3,3,0,62,1,30,4,67,1,-1,0,1,0
1451,32,3,1,0,2,0,9,5,144,2,-1,0,8,0
1452,45,1,2,0,13117,0,11,6,42,2,-1,0,8,0
1453,27,3,3,0,118,0,25,5,112,1,-1,0,7,0
1454,37,1,1,0,131,0,9,5,137,2,-1,0,8,1
1455,28,3,1,0,-46,0,1,9,199,1,92,14,8,1
1456,40,1,3,0,89,1,9,2,148,6,-1,0,4,1
1457,28,3,3,0,0,0,16,7,767,5,-1,0,4,1
1458,30,3,3,0,201,0,17,3,325,2,-1,0,4,1
1459,46,1,3,0,1008,0,29,8,24,13,-1,0,4,0
1460,36,1,1,0,23,0,8,5,152,2,347,1,11,1
1461,48,1,2,0,247,1,14,5,145,1,-1,0,4,1
1462,41,2,3,0,369,0,22,8,9,3,-1,0,4,1
1463,42,2,3,1,2,0,5,5,380,1,-1,0,6,1
1464,66,1,3,0,2169,0,7,7,282,1,-1,0,4,0
1465,58,1,2,0,0,0,9,7,148,1,-1,0,5,1
1466,56,1,1,0,205,1,23,7,442,2,-1,0,11,0
1467,43,1,1,0,-465,1,23,7,166,1,-1,0,1,1
1468,36,3,1,0,1281,0,24,7,119,2,-1,0,1,0
1469,35,1,1,0,1257,0,20,4,93,3,329,7,8,1
1470,31,1,3,0,395,0,9,2,155,3,-1,0,4,1
1471,43,1,1,0,136,0,25,8,363,7,-1,0,11,0
1472,55,1,2,0,16,0,20,6,64,1,-1,0,5,0
1473,53,1,1,0,459,0,14,10,317,6,192,1,1,0
1474,31,1,1,0,631,0,23,5,248,4,-1,0,8,1
1475,47,3,1,0,2540,0,18,11,110,5,-1,0,1,0
1476,44,2,1,0,432,0,9,2,132,3,-1,0,1,0
1477,31,1,1,0,119,0,4,2,380,1,-1,0,11,1
1478,33,1,1,0,804,1,8,5,266,1,-1,0,12,1
1479,40,2,1,0,1876,1,20,6,269,1,-1,0,9,0
1480,32,1,1,0,253,0,4,6,257,3,-1,0,11,1
1481,42,1,3,0,0,0,13,8,325,2,-1,0,4,0
1482,32,1,1,0,2366,0,20,5,127,2,-1,0,8,1
1483,28,3,3,0,2269,0,9,5,331,1,-1,0,11,1
1484,30,3,1,0,432,0,20,5,340,3,-1,0,12,1
1485,24,1,1,1,110,0,23,5,27,1,-1,0,12,1
1486,33,1,1,0,3132,0,23,5,350,5,-1,0,4,1
1487,31,1,1,0,625,0,7,4,424,1,138,1,4,1
1488,38,3,3,0,221,0,20,8,79,3,-1,0,11,0
1489,36,2,3,0,649,0,16,7,237,2,91,1,4,0
1490,40,3,1,0,100,0,11,8,221,1,461,1,1,1
1491,45,1,1,0,4646,0,13,5,118,1,-1,0,8,1
1492,36,3,1,0,398,1,17,6,77,2,-1,0,12,1
1493,32,3,3,0,2204,0,21,11,11,4,-1,0,11,1
1494,45,1,1,0,2571,0,18,6,146,2,-1,0,11,0
1495,49,1,1,0,358,1,13,5,176,3,-1,0,9,1
1496,52,1,2,0,779,0,16,5,30,3,-1,0,8,1
1497,44,1,1,0,8262,0,23,7,201,16,-1,0,4,1
1498,66,1,3,0,1948,0,28,1,216,1,91,4,10,0
1499,31,1,1,0,897,0,20,5,26,2,-1,0,8,1
1500,43,1,1,0,3215,0,21,7,228,3,-1,0,1,1
1501,48,1,1,0,191,0,5,2,238,3,-1,0,1,1
1502,51,2,1,0,467,0,19,5,83,1,-1,0,1,1
1503,52,1,1,0,381,1,25,8,288,12,-1,0,12,0
1504,44,1,2,0,-14,1,19,5,179,4,-1,0,8,1
1505,38,3,1,0,-1,0,7,5,72,1,-1,0,8,1
1506,47,1,1,0,104,1,14,7,77,2,-1,0,1,1
1507,39,2,1,0,902,0,10,2,691,2,180,5,11,1
1508,40,1,1,0,0,0,19,11,332,1,183,1,3,1
1509,28,3,3,0,-328,0,2,2,318,2,-1,0,4,1
1510,28,3,3,0,102,0,28,1,321,2,-1,0,11,0
1511,57,1,3,0,0,0,12,8,116,4,-1,0,10,0
1512,46,1,1,0,-216,0,28,7,404,3,-1,0,8,1
1513,48,3,3,0,8106,0,17,11,125,1,111,3,4,0
1514,38,3,1,0,258,1,20,6,587,2,-1,0,11,0
1515,38,1,1,0,6728,0,25,11,232,1,96,4,11,0
1516,42,2,1,0,248,0,19,8,163,4,-1,0,11,0
1517,32,2,1,0,1097,0,12,5,298,2,-1,0,11,1
1518,36,1,2,0,0,0,18,11,618,2,-1,0,8,1
1519,35,1,3,0,7050,0,11,8,222,3,182,4,11,0
1520,27,3,1,0,213,0,27,3,378,1,-1,0,7,0
1521,46,1,1,0,-121,1,8,7,214,4,-1,0,1,1
1522,53,1,3,0,37,0,28,8,51,9,-1,0,4,0
1523,55,1,1,0,0,0,30,5,119,2,-1,0,11,1
1524,28,3,3,0,1466,0,25,7,40,1,-1,0,4,1
1525,43,1,3,0,0,0,17,11,110,1,-1,0,4,1
1526,57,1,3,0,1172,0,18,6,26,1,-1,0,4,0
1527,33,1,3,0,263,0,4,5,119,2,-1,0,9,0
1528,40,3,1,0,1547,0,12,5,88,2,173,1,12,1
1529,35,3,1,0,5731,0,4,5,164,2,167,4,11,1
1530,36,1,1,0,338,0,14,5,90,1,-1,0,12,0
1531,43,1,1,0,667,0,7,5,228,3,-1,0,8,1
1532,19,3,2,0,103,0,10,7,104,2,-1,0,7,0
1533,37,1,1,0,1053,0,16,6,405,3,-1,0,8,0
1534,62,1,3,0,0,0,13,10,78,3,-1,0,4,0
1535,28,3,1,0,189,0,31,7,68,2,-1,0,1,1
1536,37,2,1,0,414,0,29,1,293,2,162,4,4,0
1537,55,2,2,0,976,0,28,6,345,1,94,3,5,0
1538,35,1,3,0,816,0,19,11,547,7,-1,0,3,1
1539,45,2,2,1,-249,1,1,7,92,1,-1,0,3,1
1540,48,1,1,0,841,0,19,5,215,1,-1,0,8,1
1541,41,1,1,0,64,1,8,5,210,2,-1,0,11,1
1542,53,2,1,0,112,1,11,8,246,3,-1,0,4,0
1543,38,1,3,0,0,0,18,11,185,3,-1,0,6,1
1544,32,1,1,0,485,0,26,8,98,14,-1,0,11,0
1545,40,1,1,0,643,0,17,4,74,2,256,1,4,1
1546,36,3,1,0,774,0,3,2,231,2,259,1,12,1
1547,29,3,1,0,908,0,20,6,1663,1,-1,0,8,1
1548,53,1,1,0,206,0,26,8,87,6,-1,0,11,0
1549,49,1,1,0,280,0,14,7,162,3,-1,0,12,1
1550,56,1,3,0,334,0,15,5,127,2,-1,0,4,1
1551,32,1,2,0,642,1,8,7,524,1,-1,0,8,0
1552,52,1,2,0,20,0,28,1,172,1,-1,0,3,1
1553,32,1,1,0,10,0,6,5,501,4,-1,0,3,1
1554,38,2,1,0,2998,0,11,6,91,1,-1,0,8,1
1555,58,1,3,0,172,0,19,8,145,7,-1,0,4,0
1556,58,2,1,0,543,1,17,7,264,3,-1,0,8,0
1557,30,3,3,0,-970,1,21,8,194,2,-1,0,11,0
1558,37,1,1,0,1978,0,9,9,404,1,182,1,3,0
1559,47,1,2,0,145,0,7,5,157,6,-1,0,11,1
1560,27,3,3,0,81,0,5,2,197,1,199,3,6,0
1561,41,1,1,0,902,0,16,6,35,6,-1,0,11,0
1562,30,3,3,0,985,0,19,2,88,2,-1,0,11,1
1563,31,1,1,0,1545,1,13,5,207,1,-1,0,8,1
1564,37,1,1,0,342,0,12,5,340,2,175,1,8,1
1565,31,3,3,1,-282,0,20,11,131,3,-1,0,9,1
1566,34,1,1,0,1464,0,23,5,350,1,-1,0,11,1
1567,35,3,3,0,1350,0,16,4,185,1,330,1,4,1
1568,36,1,1,0,63,0,2,6,56,8,-1,0,8,1
1569,52,1,2,0,592,0,21,7,122,2,-1,0,6,0
1570,32,1,3,0,2349,0,14,8,134,5,-1,0,4,0
1571,43,1,1,0,130,0,5,5,156,1,337,3,8,0
1572,45,2,2,0,942,0,21,11,362,1,-1,0,8,0
1573,40,1,2,0,3658,0,14,5,977,1,-1,0,8,1
1574,43,1,1,0,17,0,16,5,353,4,-1,0,11,1
1575,59,1,2,0,1727,0,25,5,500,4,358,2,4,0
1576,59,2,1,0,319,0,24,7,129,1,-1,0,10,0
1577,35,1,1,0,444,0,15,4,244,3,-1,0,8,1
1578,60,3,3,0,2934,0,8,8,233,2,-1,0,11,0
1579,46,1,1,0,179,0,29,1,194,4,436,1,1,1
1580,28,3,1,0,2685,1,24,8,5,1,-1,0,12,0
1581,48,2,3,0,1328,0,6,5,339,1,-1,0,4,1
1582,34,3,1,0,186,0,2,2,342,1,-1,0,8,0
1583,53,1,3,0,71,1,29,1,86,1,-1,0,6,0
1584,40,1,3,0,294,0,23,7,97,5,-1,0,4,1
1585,43,1,1,0,3060,0,15,5,253,2,-1,0,8,1
1586,39,1,1,0,0,0,7,5,502,1,7,2,8,1
1587,56,1,2,0,420,0,9,5,76,1,-1,0,8,1
1588,24,1,1,0,-220,0,2,4,90,1,-1,0,8,1
1589,36,3,3,0,197,0,30,4,260,1,-1,0,11,0
1590,49,2,3,0,2370,1,17,11,56,1,103,2,4,1
1591,38,2,1,0,889,1,18,6,362,1,-1,0,8,0
1592,44,1,1,0,6649,0,19,11,354,2,-1,0,6,1
1593,31,3,1,0,-186,0,26,5,172,3,-1,0,3,1
1594,41,2,1,0,6046,1,15,3,300,6,182,2,1,1
1595,35,1,1,0,6411,1,30,1,144,1,266,2,8,1
1596,45,1,2,0,61,0,17,4,108,1,-1,0,8,0
1597,59,1,1,0,817,0,9,4,304,1,-1,0,1,0
1598,46,1,2,0,2904,0,20,4,277,2,-1,0,8,0
1599,30,3,3,0,2186,0,3,6,366,1,-1,0,4,1
1600,50,3,3,0,1200,0,14,8,904,3,-1,0,4,0
1601,30,3,1,0,-635,0,25,7,250,1,-1,0,1,0
1602,38,1,1,0,279,0,28,5,110,5,-1,0,9,1
1603,36,1,3,0,1477,0,7,8,71,2,-1,0,4,0
1604,35,3,1,0,2116,0,13,5,409,2,-1,0,3,1
1605,36,1,1,0,141,0,23,5,106,3,-1,0,8,1
1606,47,1,2,0,233,0,8,8,293,3,-1,0,8,0
1607,56,2,2,0,29,0,29,1,52,2,227,1,6,0
1608,43,1,3,0,690,0,6,8,171,3,-1,0,4,1
1609,44,1,2,0,3706,0,17,6,209,3,-1,0,5,0
1610,35,1,3,0,188,0,26,8,286,2,-1,0,11,0
1611,25,3,3,0,553,0,17,9,113,4,479,1,4,1
1612,40,1,3,0,13669,0,15,10,138,1,136,8,9,0
1613,42,1,2,0,704,1,31,7,88,10,-1,0,8,1
1614,53,1,1,0,2231,0,14,7,272,3,-1,0,8,1
1615,52,3,3,0,4,1,28,7,30,9,-1,0,4,0
1616,31,1,3,1,-253,0,12,8,220,4,-1,0,4,0
1617,49,3,2,0,3018,0,15,5,93,1,-1,0,8,1
1618,42,3,1,0,0,0,7,5,275,4,-1,0,11,1
1619,31,3,1,0,469,1,2,2,111,1,-1,0,12,0
1620,60,1,1,0,197,0,7,10,1386,1,-1,0,10,0
1621,39,1,3,0,794,0,2,2,182,1,-1,0,11,0
1622,56,1,1,0,705,0,29,5,151,2,-1,0,12,1
1623,42,1,1,0,2157,0,13,5,149,1,364,2,8,1
1624,40,1,3,0,194,1,29,8,189,2,-1,0,4,0
1625,41,3,1,0,-256,1,9,5,35,3,-1,0,1,0
1626,25,1,1,0,-76,0,12,5,241,3,-1,0,8,1
1627,37,1,1,0,395,0,6,5,219,2,-1,0,8,1
1628,54,2,3,0,0,1,10,7,88,1,-1,0,4,0
1629,47,1,1,0,2322,0,22,8,618,1,-1,0,12,0
1630,50,1,1,0,810,0,14,5,19,14,-1,0,8,1
1631,57,1,2,0,1592,1,20,6,78,4,-1,0,8,0
1632,29,1,3,0,858,0,12,6,234,7,330,1,11,1
1633,24,1,1,0,1222,0,20,4,369,1,-1,0,8,1
1634,47,1,3,0,751,0,24,7,408,14,-1,0,9,0
1635,32,3,3,0,28,0,8,8,111,2,-1,0,4,0
1636,54,2,3,0,0,0,13,5,618,1,-1,0,10,0
1637,60,1,2,0,252,1,13,4,123,2,147,3,4,1
1638,49,1,1,0,167,1,6,5,198,3,-1,0,6,1
1639,41,1,1,0,171,0,21,7,71,9,-1,0,12,0
1640,33,1,1,0,889,0,18,9,13,1,373,6,8,1
1641,50,1,2,0,-1,0,19,8,195,2,-1,0,8,0
1642,38,3,1,0,173,0,29,8,150,4,-1,0,11,0
1643,29,2,1,0,84,0,13,4,1101,2,-1,0,12,1
1644,35,2,3,0,434,0,11,5,277,1,271,2,4,1
1645,36,1,3,0,340,0,20,4,68,2,-1,0,4,1
1646,39,1,2,0,267,0,9,6,1151,5,-1,0,5,0
1647,42,1,1,0,8131,0,30,5,69,1,-1,0,3,1
1648,28,3,1,0,1065,1,17,4,406,1,317,1,8,1
1649,25,3,3,0,343,0,1,6,377,1,-1,0,3,0
1650,39,1,3,0,722,0,23,4,141,1,-1,0,1,0
1651,33,3,2,0,1,0,20,4,257,1,-1,0,8,1
1652,43,1,3,0,348,1,15,7,88,3,-1,0,4,0
1653,56,1,1,0,238,0,19,11,808,1,-1,0,4,1
1654,33,3,1,0,-300,1,25,7,184,1,-1,0,1,1
1655,40,1,1,0,4157,0,15,5,735,1,-1,0,12,1
1656,32,3,3,0,1059,0,17,4,115,1,-1,0,11,1
1657,28,1,1,0,934,0,4,7,53,2,-1,0,1,1
1658,38,1,3,0,389,0,6,5,262,1,-1,0,4,1
1659,35,3,3,0,747,0,23,2,141,2,176,3,4,0
1660,25,1,1,0,72,0,23,7,305,2,-1,0,12,1
1661,51,2,1,0,78,0,27,5,723,2,-1,0,8,1
1662,40,1,2,0,2805,0,14,5,173,6,353,23,8,1
1663,41,3,3,0,982,0,23,7,105,1,-1,0,1,0
1664,31,1,1,0,-331,0,23,5,203,5,-1,0,12,1
1665,47,1,1,0,1219,0,18,8,697,4,-1,0,11,0
1666,44,2,3,0,-710,0,10,7,183,1,-1,0,4,1
1667,38,3,3,0,744,0,14,5,283,1,288,12,11,1
1668,57,1,1,0,589,0,2,2,223,1,76,4,11,1
1669,57,1,3,0,27069,1,20,6,174,3,-1,0,11,0
1670,30,1,2,0,1,1,22,7,80,2,-1,0,8,1
1671,59,3,1,0,351,0,27,5,1063,5,-1,0,10,1
1672,30,3,1,0,790,0,20,8,696,3,-1,0,11,0
1673,37,1,3,0,1698,0,6,6,95,2,-1,0,4,1
1674,42,1,1,0,-921,0,26,5,115,2,-1,0,8,1
1675,34,1,3,0,4170,0,21,5,935,1,-1,0,4,1
1676,57,1,2,0,23,0,31,7,25,8,-1,0,8,1
1677,32,3,1,0,0,0,31,7,99,13,-1,0,12,1
1678,55,1,2,0,3334,0,14,8,632,4,-1,0,10,0
1679,35,1,1,0,2789,0,4,9,256,2,94,1,11,1
1680,35,1,1,0,0,0,7,5,121,2,-1,0,1,1
1681,36,3,1,0,1855,0,4,2,75,1,273,1,11,1
1682,60,1,1,0,78,0,12,5,113,3,-1,0,10,1
1683,49,1,1,0,2576,0,15,5,64,6,-1,0,9,1
1684,33,1,3,0,287,0,15,5,199,2,274,3,4,1
1685,31,3,3,0,2197,0,23,5,146,3,-1,0,8,1
1686,36,3,1,1,12,0,12,8,587,2,-1,0,11,0
1687,23,1,1,0,-19,0,20,6,13,10,-1,0,12,1
1688,57,2,1,1,25,0,11,5,652,1,370,4,6,1
1689,30,3,3,0,424,0,16,4,298,4,-1,0,4,0
1690,59,1,2,0,0,0,5,6,493,2,-1,0,10,0
1691,33,1,3,0,641,0,13,8,347,2,-1,0,4,1
1692,26,3,3,0,1153,0,4,5,238,3,-1,0,9,0
1693,52,1,3,0,0,0,19,6,163,3,-1,0,6,0
1694,52,1,2,0,36,0,13,8,109,2,-1,0,8,0
1695,25,3,3,0,1420,0,8,4,124,2,-1,0,1,0
1696,43,1,1,0,-932,0,16,4,567,1,-1,0,11,1
1697,55,1,1,0,1011,0,12,8,112,2,-1,0,8,1
1698,35,1,1,0,786,1,25,7,322,1,-1,0,1,0
1699,42,2,3,0,0,0,19,5,131,2,-1,0,4,0
1700,51,1,1,0,0,1,26,6,565,3,-1,0,12,0
1701,33,3,1,0,142,0,14,5,123,1,360,3,8,1
1702,49,1,3,0,279,0,19,5,168,4,-1,0,11,1
1703,60,3,1,0,27,0,22,8,40,2,-1,0,9,0
1704,51,1,2,0,492,0,20,5,142,3,-1,0,5,1
1705,59,1,1,0,0,0,5,6,812,1,-1,0,10,0
1706,58,1,1,0,2705,0,14,8,137,1,-1,0,5,0
1707,49,1,1,0,687,0,17,4,772,1,-1,0,6,1
1708,44,3,1,0,-27,1,14,5,100,3,-1,0,11,1
1709,38,2,3,0,86,0,6,5,218,1,-1,0,1,1
1710,35,1,2,0,319,0,16,7,221,1,-1,0,8,1
1711,48,1,1,0,3064,0,15,7,159,2,-1,0,1,1
1712,37,1,3,0,539,0,18,1,540,2,115,3,4,0
1713,32,3,3,0,1625,0,22,5,796,1,109,1,11,0
1714,39,1,2,0,7685,0,14,4,493,3,-1,0,8,1
1715,36,1,1,0,191,0,31,8,69,1,-1,0,11,0
1716,25,3,1,0,1790,0,17,4,224,1,322,3,7,0
1717,57,1,3,0,929,0,19,8,387,8,-1,0,4,0
1718,33,1,3,0,483,0,3,2,280,2,-1,0,9,1
1719,45,1,2,0,180,1,27,5,62,2,-1,0,3,1
1720,34,3,3,0,992,0,4,5,301,1,88,2,11,1
1721,52,1,2,0,14,1,28,7,55,5,-1,0,12,0
1722,33,1,1,0,0,0,17,7,1448,7,-1,0,1,1
1723,57,2,1,0,63,0,5,5,242,1,-1,0,11,1
1724,54,2,1,0,1114,0,30,1,81,1,-1,0,11,1
1725,56,2,3,0,442,0,28,5,77,3,-1,0,4,0
1726,32,2,3,0,883,0,10,12,798,1,185,5,4,1
1727,32,1,3,0,3939,0,8,8,209,2,-1,0,11,0
1728,27,3,3,0,3083,0,29,5,244,2,-1,0,11,1
1729,33,1,2,0,212,0,11,7,260,2,-1,0,5,1
1730,31,3,1,0,315,0,30,1,130,1,2,1,3,0
1731,37,2,1,0,33,0,20,11,106,2,167,1,8,1
1732,63,1,1,0,474,0,25,1,423,1,-1,0,10,0
1733,53,1,1,0,-118,0,9,5,101,3,-1,0,6,1
1734,26,3,1,0,802,0,30,1,77,1,2,2,1,0
1735,38,3,3,0,16957,0,29,1,208,1,247,2,4,1
1736,35,1,1,0,1160,0,27,5,116,3,-1,0,4,1
1737,55,2,1,1,-404,0,22,7,502,3,-1,0,12,1
1738,36,1,3,0,1852,0,8,5,362,1,-1,0,4,0
1739,57,1,1,0,367,0,16,11,107,2,-1,0,1,0
1740,38,1,1,0,284,1,3,6,1030,6,-1,0,8,1
1741,29,1,1,0,3748,0,28,5,322,3,-1,0,12,0
1742,59,2,2,0,195,0,5,5,366,2,-1,0,5,0
1743,33,1,1,0,478,0,30,4,475,2,-1,0,12,0
1744,33,1,1,0,3935,0,6,5,765,1,342,2,4,1
1745,59,3,1,0,671,1,29,1,219,2,259,5,4,1
1746,31,1,3,0,582,0,15,7,58,2,-1,0,4,1
1747,40,3,3,0,825,0,20,4,38,1,335,1,11,1
1748,30,2,1,0,-94,0,14,7,41,2,-1,0,12,1
1749,53,1,1,0,105,1,21,8,74,2,-1,0,1,0
1750,34,1,3,0,180,0,16,6,298,3,-1,0,4,0
1751,29,2,1,0,330,0,12,5,88,2,-1,0,12,1
1752,37,1,2,0,189,0,8,8,148,4,-1,0,5,0
1753,34,3,3,0,925,0,13,4,709,1,-1,0,11,1
1754,57,1,1,0,16063,0,30,5,352,3,-1,0,11,1
1755,46,1,1,0,0,0,8,5,264,2,-1,0,8,1
1756,42,1,1,0,2030,1,9,7,196,1,-1,0,11,1
1757,24,3,1,0,77,0,16,5,236,2,-1,0,8,1
1758,58,1,3,0,9339,0,18,11,52,3,172,3,4,1
